id	type	text
"1988_9"	1	"First off, I'd like to make a correction on another review of this film which said that the last musical to win the Best Picture Academy Award was 'Gigi' in 1958. That is misinformation as 'West Side Story' won in 1962, 'My Fair Lady' won in 1965 and 'Sound of Music' won the year after that. That said, this film is absolutely fantastic! The story from the novel has been somewhat altered, but that's more because of the limitations that they had on a stage that they just didn't change back for a filmed version. However, I don't mind. In fact, I rather think the whole production flows better than the novel does. I like Nancy bringing Oliver to the bridge with her and being killed there instead of later in the apartment. The subtle things in this film are the ones that make me laugh. I love the moment Mr. Bumble and Mrs. Bumble start coming out at the beginning from the governors office. The underscore for that moment is brilliant. My three favorite actors for this film were Jack Wild, who plays the best Dodger in any film version of the story, Ron Moody, a playful and humorous Fagin (this character is worked out much better than he is in the book), and Shani Wallis, who is the strongest, most distressed version of Nancy. The only reason I'm giving this film a 9 instead of a 10 is because of the two big production numbers which are 'Concider Yourself' and 'Who Will Buy.' I always hate when the choreography in musicals in meant to look like people doing everyday chores and jobs. It looks awful and cheesy, especially when they're dancing at the London Meat Co. They should've just done regular choreography for these scenes. However, this film is a rare treasure that will stay with us, hopefully, forever."
"7623_9"	1	"While originally reluctant to jump on the bandwagon of watching \"Lost\", I accidentally caught one episode at the beginning of season 1the one with the polar-bearand it has had my undivided attention ever since. The show, that is. Not the polar bear. So bear (heh) with me while I throw out as much rambling, semi-coherent praise as I can muster.<br /><br />\"Lost\" takes a simple idea of a passenger flight full of people crashing onto a desert island, and gradually adds extraordinary depth to its premise by exploring each character deeply and unflinchinglywhat drives them, who are they? Where did they come from? It soon becomes clear that the island upon which they are stranded acts as a common denominator for many things in their lives, whether they're running away from something (Sawyer and Kate among others) or getting in touch with spirituality (Locke, Claire). But \"Lost\" also zooms in on the island itself and the mysterious horrors that it houses... and they all seem to be strangely connected.<br /><br />While television actors are not exactly known for their subtlety or dazzling acting abilities, most of the cast of \"Lost\" are, in truth, spectacular actors for their respective parts, projecting heart and humour in their performances. There's also a multitude of eyecandy, but not generally of the plastic Hollywood kind as most TV shows. The characters all feel very real and they are extremely compelling to watch. Their interactions rarely fall prey to predictable sappiness, petty arguments or cheesy melodrama (although they are annoyingly secretive)  these people are first and foremost trying to survive and whatever relationship appears is treated secondary to action. The realism of these characters facilitate an already well-sculptured plot. <br /><br />About this plot... Imagine a tree as the template plot, then the branches as subplots (in this case, one branch for every character)  well, Lost adds twigs to each branch and then tiny twigs to those twigs as other story lines. If you're a brother/sister to one of the main characters in the flashbacks, you will get your own storyline. If you're a DOG you will have your own storyline. Unless the writers manage to weave them all together into some glorious culmination in the end, they are setting themselves up. I am more than a little worried there will be some disappointing cop-out to this show, as I'm sure most people are.<br /><br />But assuming the writers do pull this off, \"Lost\" is possibly the best show ever to hit television.<br /><br />9/10"
"5974_7"	1	"I heard about this movie when watching VH1's \"100 Most Metal Moments.\" On the segment, Gene Simmons (who played a cameo) and several other interviewees discussed how utterly awful this movie is. Unlike most people, I'm often more curious about checking out movies that have reputations for being ridiculously bad than, say, a masterpiece of cinema. The advantage of having that sort of attitude is half the time I find out that the movies are nowhere near as bad as people said, and I end up enjoying them a lot more than I initially expected. That was my experience with \"Trick or Treat.\" Now, it's hard to make a movie about a teenage boy who receives messages from a dead heavy metal star by playing one of his vintage records backwards without people scoffing at the premise. Sure, it's certainly a strange premise, but one that's never been done before! Give the filmmakers points for originality for Pete's sake! If you're looking to buy the DVD, having no prior knowledge of the movie, don't be fooled into thinking Ozzy Osbourne and Gene Simmons are the stars. However, though Simmons has a thankless role, Ozzy does have a funny cameo as a Reverend (that's right, a Reverend!!) who speaks out against heavy metal. For one thing, it's funny seeing Ozzy with short hair. And for another thing, you can't help but laugh at the irony. Sure, it's a cheap shot, but an effective one. The acting is pretty good. I found the performances convincing. The teen characters are horribly clichéd. So expect the usual array of jocks and nerds. And like in every one of these movies, the pretty girl is a decent person who has sympathy for the alienated main character, yet continues to go out with her jock boyfriend. Why's she going out with such a complete jerk in the first place? Because the plot needs an obstacle. No other reason. But I can't deny that one of my guilty pleasures is watching the evil jocks in these movies go down, since I was an outcast in high school. The movie kept my interest for the most part, but the third act is way too conventional and caused me to roll my eyes as there would be one predictable situation after another. But altogether the film is not at all bad and definitely worth viewing on a rainy day. (7 out of 10)"
"2034_9"	1	"I've never been huge on IMAX films. They're cool, but once you get over that initial rush of \"Whoa, it feels like flying!\" the movies themselves are usually pretty corny and ordinary. <br /><br />The exceptions have been the powerful \"Everest\", the exhilarating \"Wild California\" and now the BBC's \"The Human Body\", a super-sized look at the insides of our bodies. <br /><br />Our bodies are machines of a complexity that is simply inconceivable. This 50 minute film could be 10 hours long, and still wouldn't get to all of the systems working in tandem just as I type this review and listen to my radio, and most of us take it all for granted. <br /><br />Here you can see the inside of a pumping heart (looks like an alien spaceship), the inside of your lungs, the tiny hairs in your eardrum that process sound, the development of a baby inside a mother's womb, and surprisingly, a few of the...um, less attractive functions that I thought it would shy away from (pimples, the churning of acids in the stomach...)<br /><br />This film also has a rather funky style to it, which sets it apart from other IMAX documentaries. For instance, we've all seen sperm finding its way to the egg, but have you ever seen it set to the tune of Marvin Gaye's \"Let's Get It On\"? It's creative moments like that that make \"The Human Body\" not just a health lesson, but fun as well."
"9416_3"	0	"Steve McQueen has certainly a lot of loyal fans out there. He certainly was a charismatic fellow, one of the most charismatic the big screen ever knew. But even McQueen can't save this turkey of a film, shot with what looks like a brownie camera in the actual locations in St. Louis.<br /><br />McQueen's a new kid with no criminal record brought into the planning of a bank heist by one of the other gang. There's more than a broad hint that there's a gay relationship going on between young Steve and David Clarke. He's not liked at all by the other heist members, mainly because of his lack of criminal resume. <br /><br />Steve also has a girl friend in Molly McCarthy and she suspects something afoot, especially when he starts hanging around with Crahan Denton and James Dukas as well as Clarke, all pretty rough characters. That would certainly get my suspicions aroused.<br /><br />The Great St. Louis Bank Robbery had two directors Charles Guggenheim and John Stix. Guggenheim did mostly documentaries and Stix didn't do much of anything. One of those two jokers decided Steve's performance was best served by doing a bad Marlon Brando imitation. <br /><br />This film may go down as the worst ever done by Steve McQueen. I'm willing to bet that Dick Powell and Four Star Productions had already signed him for Wanted Dead or Alive because I can't believe they would have if they saw this.<br /><br />Or they would have seen something the public would have overlooked except for the dressing for this turkey."
"10994_1"	0	"Sometimes you wonder how some people get funding to create a movie as bad as this one. You can only stand about 5 minutes of this utter piece of garbage before you stomp back into blockbuster and demand your money back. I will now look at Michael Clarke Duncan with apprehension...why....he lent his name to this vermin."
"10957_3"	0	"I am a student of film, and have been for several years. And the concept of a cyber, kung-fu, satirical chimpanzee had me wondering, \"Is this the film that's going to break the mold?\" Let's face it, America has never been let down by any piece of cinema that features a simian costar. After such great classics as \"Monkey Trouble\" and \"Dunston Checks In\", I thought that the best ideas were already taken. But then comes \"Funky Monkey\". I laughed, I cried, I contemplated suicide.<br /><br />Now I've read about demon possession in the Bible, but that still doesn't explain why someone would create such a product of evil. First off, having at least a shred of intelligence, I realized that a chimpanzee was in fact an ape, not a monkey at all. However, I was sure that the filmmakers would clear this problem up further into the film. They didn't. Let me sum up this work of art: A company by the name of Z.I.T. has decided to train chimpanzees as soldiers. Why? I think they mention something about the soldiers working for bananas, but when it would cost about an estimated 13 million dollars of government money to train one chimp, this doesn't seem cost-effective. Well anyways, Z.I.T. brings in a CIA specialist (Matthew Modine) to train Clemens (The Chimp). Clemens is everything Z.I.T. hoped for. He can take out an entire shift of guards, who all appear to have gotten their training skills at the local mall, and yet still manage to remind us that we're watching a kid's movie. As you may have guessed, Modine finds out that Z.I.T.'s intentions may be evil (Gasp!) and decides to break Clemens out. Being a CIA agent and all, Modine knows that best way to make himself disappear is to go to a large city, rent a guest room, regularly make appearances on television while fighting crime, and using checks to pay for everything.<br /><br />Z.I.T. finds out where Modine is staying, and sends two of their finest to retrieve him. These guards are possibly the greatest comedy team up since Martin and Lewis, or was it Turner and Hooch? It doesn't matter anyways, because in the end, for a heck of a twist ending, the good guys win!!! Yay! Hooray for predictability! Throw in a nerdy kid who learns to be himself, a lonely mom who needs a date, and music montages that feature songs that would even be blackballed by Radio Disney and you get \"Funky Monkey\". The climax to the movie? A football game! Played by thugs, bumblers, a chimp, and the nerd boy. No one seems to care about such substitutions at a high school football game.<br /><br />Funky Monkey never lets up! It's edge of your seat entertainment. Some might even call this the \"American Beauty\" of monkey-filled features. After finishing this epic, I recalled hearing a story about a railroad worker who lost much of his brain functions when a metal rod pierced his temporal lobe. Funky Monkey is a metal rod among movies."
"2372_1"	0	"Unimaginably stupid, redundant and humiliating closure to the \"Nightmare on Elm Street\"-series! Part 6 is so incompetent that it looks like director Rachel Talalay intentionally wanted to turn Wes Craven's initial premise into one big bad and tasteless joke. This isn't just the worst entry in the \"Elm Street\" saga; it's also one of the most embarrassing horror movies ever made and it downright offends fans of the genre! The story is dumb, the character drawings are ridiculous, the structure is all murky and  most of all  the special and visual effects resemble those of a Tom & Jerry cartoon. The sequences in which Freddy Krueger murders his victims are endless and very uninteresting. Were we supposed to be petrified when a jabbering Freddy turned Breckin Meyer into a video game-character and pogo-sticked him around the walls of a house? The story takes us back to Springwood and it appears that Freddy all of a sudden has a middle-aged daughter. You'd think he would mention that in one of his previous adventures, but no There's only one teenage-survivor in Springwood and Krueger uses him to get into contact with his long lost daughter. Another reason why this final installment is so awful is the completely illogical structure. The John Doe-boy is introduced as the leading character but then all of a sudden he dies and the plot continues to revolve on two adults! How about that: Freddy Krueger, who spent five entire films killing nothing but teenagers, eventually gets beaten by two adults wearing 3D-glasses! Sort of like ruins the whole essence, doesn't it? As far as I'm concerned, \"Nightmare on Elm Street\" has always been a dreadfully overrated series but, up until now, even the weakest entries had at least some redeeming elements. \"Freddy's Dead\", however, is simply unendurable and nobody should waste his/her precious time watching it."
"3453_3"	0	"It seems like more consideration has gone into the IMDb reviews of this film than went into the source.<br /><br />Here's a review without pretensions:<br /><br />Just when you think nothing is going to happen, it doesn't.<br /><br />Dress it up any way you like, this is a dull film, full of unengaging characters doing very little of interest.<br /><br />One to put on if you want to convince an impressionable emo chick that you're like, so deep, man.<br /><br />Not something to watch for your own pleasure though.<br /><br />Unless.<br /><br />You're.<br /><br />Pretentious."
"5064_1"	0	"I don't believe they made this film. Completely unnecessary. The first film was okay. But there was no need for a sequel, certainly not after a television series that was already a sequel to the first film. This film feels like a soap-opera. The writing is so bad, it's utterly simple. The jokes don't come across, the acting is flat, it's shot like a soap, it lacks any direction. The first film had a good emotional spine behind it. Every character had a little arc. It was very simple then but somehow it worked and I could see the merit of that film. But this time around, there is no cohesive story-line. The characters are dull stereotypes and nothing interesting happens. One good thing: the Brazilian boy who plays Axel Daeseleire's son is pretty well cast. That was their one moment of creative success on this film. I hear they already shot a second television series as a sequel to 'Team Spirit 2' but please God, don't let them make a third feature installment..."
"10905_3"	0	"Guy is a loser. Can't get girls, needs to build up, is picked on by stronger more successful guys, etc. Seen it, saw it, moved on. I'd have to say that Rob needs to move past the Adam Sandler part of his life. And get out of the Adam Sandler plots. There are two funny parts in the whole movie. I couldn't even finish the last 5 minutes. I was getting bored. \"The Animal\" is an alright film. I do usually enjoy Adam Sandler films that have the same plot. But this was trying too hard to impress. The jokes are very old. So, trust me. This is not a film that most people could really get into. But some did, so I'll be nice.<br /><br />3/10"
"10194_3"	0	"This 30 minute documentary Buñuel made in the early 1930's about one of Spain's poorest regions is, in my opinion, one of his weakest films. First, let's admit that 70 years later, Spain is much richer than it was then (and when I say this, I fully admit that wealth can bring problems of its own, like excessive individualism and consumerism, though all in all wealth it's a far better condition than the extreme poverty portrayed here). And if poverty receded in Spain it was not exactly with the sort of socialism that Buñuel favored, but with Western European style capitalism. But one of the most shocking things about the movie is this: in one scene, the narrator chides that in school, children are taught the value of Pi. Teaching math to poor people, the horror!. Buñuel shortsightedness is at its most glaring here, not realizing that it is access to the latest knowledge and technology what will help the poor overcome their situation. What is he proposing? That children are taught exactly what at school? Doesn't Buñuel understand that it is the lack of modern technology that has made them poor in comparison with other people?"
"8478_8"	1	"I saw this movie as a child and it broke my heart! No other story had such a unfinished ending... I grew up on many great anime movies and this was one of my favourites, because it was so unusual - a story about unfairness, and cruelty, and loneliness, and life, and choices that can't be undone, and the need for others. Chirin is made alone when the Wolf kills his mother, but the Wolf is alone, too, when Chirin follows him into the mountain. The Wolf doesn't kill the lamb, even though each night he says \"maybe I'll eat you tomorrow.\" The tape of it I have is broken and degraded from age and use. I will repair it and watch the movie again someday and cry just as hard as I did as a child. Stories like this, with this depth and feeling, and this intricacy of meaning, are very rare. It is a sad story, but I've never encountered any catharsis more beautifully made. I am glad I have seen this movie, and I'm glad I saw it as a child."
